Lfd. Nummer	Band	Seite	Nummer	Echtheit	Listennummer	Ort	Datum	notBefore	notAfter	Papst	Aussteller	Empfänger	Kurzregest	JL	Abschnitt
621	Germ.Pont. 7	219	3	*	*334	(?)	24 Juli 1177	1177-07-24	1177-07-24	Alexander III.	Ubaldo Allucingoli, Kardinalbischof von Ostia, Bernardus, Kardinalbischof von Porto, Malfridus (Manfred von Lavagna?), Bischof von Praeneste	Johannes (Giovanni Pizzuti), Kardinalpriester von Santa Anastasia, Theodinus, Kardinalpriester von San Vitali, Petrus (Pietro Caetani/Pietro de Bono), Kardinalpriester von Santa Susanna Giacinto Bobone (Iacinthus), Kardinaldiakon von St. Maria in Cosmedin, Guilelmus, Kardinalpriester von St. Pietro in Vincoli (St. Petri ad vincula)	Venezia] - apostolischer Legat	–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
622	Germ.Pont. 7	121	372	*	*335	Köln]	(ex. 1180- in. 1181)	1180-01-01	1181-12-31	Alexander III.	Petrus (Pietro Toscani), Bischof von Pavia und Kardinalbischof von Tusculum	(?)	apostolischer Legat	–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
623	Germ.Pont. 7	121	373	*	*336	–	(in. 1181)	1181-01-01	1181-12-31	Alexander III.	Petrus (Pietro Toscani), Bischof von Pavia und Kardinalbischof von Tusculum	(?)	apostolischer Legat	–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
624	Germ.Pont. 7	274	10	*	*337	Siegburg]	in. 1181	1181-01-01	1181-12-31	Alexander III.	Petrus (Pietro Toscani), Kardinalbischof von Tusculum und Legat Alexanders III.	(?)	apostolischer Legat	–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
625	Germ.Pont. 7	121	374		338	Köln]	1181	1181-01-01	1181-12-31	Alexander III.	Philipp I. von Heinsberg, Erzbischof von Köln	(?)	apostolischer Legat	–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
626	Germ.Pont. 7	213	15		274	Roma, S. Pietro	17 Januar 1155	1155-01-17	1155-01-17	Hadrian IV.	Hadrian IV.	Teobald, Propst in Xanten, sowie dessen Nachfolger	Rolando, Kardinalpriester von San Marco sowie Kanzler der Röm. Kirche, wird als Subskribent aufgeführt	9979	Weitere Alexander-Betreffe
627	Germ.Pont. 7	300	1		278	in territorio Tusculano	6 Juli 1155	1155-07-06	1155-07-06	Hadrian IV.	Hadrian IV.	Hermann, Probst der Kirche St. Maria in Knechtsteden, sowie dessen Mitbrüder	Rolando, Kardinalpriester von San Marco sowie Kanzler der Röm. Kirche, wird als Subskribent aufgeführt	10081	Weitere Alexander-Betreffe
628	Germ.Pont. 7	105	315		281	Laterano	20 Januar 1157	1157-01-20	1157-01-20	Hadrian IV.	Hadrian IV.	Friedrich II. von Berg, Erzbischof von Köln, sowie dessen Nachfolger	Rolando, Kardinalpriester von San Marco sowie Kanzler der Röm. Kirche, wird als Subskribent aufgeführt	10247	Weitere Alexander-Betreffe
629	Germ.Pont. 7	139	19		281	Laterano	20 Januar 1157	1157-01-20	1157-01-20	Hadrian IV.	Hadrian IV.	Friedrich II. von Berg, Erzbischof von Köln, sowie dessen Nachfolger	Subskriptionen werden hier nicht aufgeführt, aber Urkunde wie darüber	10247	Weitere Alexander-Betreffe
630	Germ.Pont. 7	318	2		282	Laterano	11 November 1157	1157-11-11	1157-11-11	Hadrian IV.	Hadrian IV.	Gepa, Priorin des Klosters St. Nikolai in Füssenich, sowie deren Mitschwestern	Rolando, Kardinalpriester von San Marco sowie Kanzler der Röm. Kirche, wird als Subskribent aufgeführt	10310	Weitere Alexander-Betreffe
631	Germ.Pont. 7	308	1		283	Laterano	11 November 1157	1157-11-11	1157-11-11	Hadrian IV.	Hadrian IV.	Gernodus, Probst der Kirche St. Johann Baptist in Hamborn, sowie dessen Mitbrüder	Rolando, Kardinalpriester von San Marco sowie Kanzler der Röm. Kirche, wird als Subskribent aufgeführt	10311	Weitere Alexander-Betreffe
632	Germ.Pont. 7	181	3		285	Laterano	19 März 1158	1158-03-19	1158-03-19	Hadrian IV.	Hadrian IV.	Adelardus,  Abt des Klostes St. Martin in Köln, sowie dessen Mitbrüder	Rolando, Kardinalpriester von San Marco sowie Kanzler der Röm. Kirche, wird als Subskribent aufgeführt	10394	Weitere Alexander-Betreffe
633	Germ.Pont. 7	267	1		289	Anagni	30 Juli 1159	1159-07-30	1159-07-30	Hadrian IV.	Hadrian IV.	Theobald, Probst der Kirche St. Maria in Rees, sowie dessen Mitbrüder	Rolando, Kardinalpriester von San Marco sowie Kanzler der Röm. Kirche, wird als Subskribent aufgeführt	10579	Weitere Alexander-Betreffe
634	Germ.Pont. 7	107	320		298	–	(post 18 September 1159)	1159-09-18	1159-09-18	Viktor IV.	Viktor IV.	Reinald von Dassel, Erzbischof von Köln (electus)		14425	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
635	Germ.Pont. 7	107	323		299	Pavia	(12 Februar 1160)	1160-02-12	1160-02-12	Viktor IV.	Viktor IV.	(?)	Exkommunikation von Kanzler Roland	II p. 420	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
636	Germ.Pont. 7	108	324		300	Pavia	28 Februar (1160)	1160-02-28	1160-02-28	Viktor IV.	Viktor IV.	Heinrich, Abt des Klosters Lorsch		14436	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
637	Germ.Pont. 7	245	9		301	Cremona	11 Mai 1161	1161-05-11	1161-05-11	Viktor IV.	Viktor IV.	Halbernus, Abt des Klosters in Deutz, sowie der gesamte Konvent in Deutz		14447	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
638	Germ.Pont. 7	245	10		302	Cremona	11 Mai 1161	1161-05-11	1161-05-11	Viktor IV.	Viktor IV.	Halbernus, Abt des Klosters in Deutz, sowie der gesamte Konvent in Deutz		14448	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
639	Germ.Pont. 7	246	11	*	*303	(Cremona)	(cr. 11 Mai 1161)	1161-05-11	1161-05-11	Viktor IV.	Viktor IV.	Thitpoldus, Pfarrer von St. Urban in Deutz		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
640	Germ.Pont. 7	202	22		304	Besançon	11 September 1162	1162-09-11	1162-09-11	Viktor IV.	Viktor IV.	Gerardus, Probst in Bonn, sowie dessen Nachfolger		14471	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
641	Germ.Pont. 7	162	3		305	Besançon	11 September 1162	1162-09-11	1162-09-11	Viktor IV.	Viktor IV.	Gepa, Äbtissin von St. Ursula in Köln, sowie deren Mitschwestern		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
642	Germ.Pont. 7	110	334	*	*306	Lodi	04 November 1163	1163-11-04	1163-11-04	Viktor IV.	Viktor IV. und Friedrich I., Kaiser zusammen mit den Kardinälen, Erzbischöfen und Bischöfen	(?)		II p. 425	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
643	Germ.Pont. 7	110	335	*	*307	–	(07 September 1159-20 April 1164)	1159-09-07	1164-04-07	Viktor IV.	Viktor IV.	Wibald de Pré, Abt des Klosters Stablo		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
644	Germ.Pont. 7	110	333		308	Arezzo]	02. und 07 September 1163	1163-09-02	1163-09-07	Viktor IV.	Johannes von Struma, Kardinalbischof von Albano	(?)	apostolischer Legat	–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
645	Germ.Pont. 7	140	22		309	Liège]	(ante 20 April 1164)	1164-04-20	1164-04-20	Viktor IV.	Philipp, Dekan der maioris ecclesia in Köln und Erzdiakon in Lüttich	(?)	apostolischer Legat	–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
646	Germ.Pont. 7	113	346	*	*339	Aachen	29 Dezember 1165	1165-12-29	1165-12-29	Paschalis III.	Paschalis III.	(?)	elevatio des corpus Karoli Magni	–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
647	Germ.Pont. 7	115	352	*	*340	Viterbo	8/10 April 1167	1167-04-08	1167-04-10	Paschalis III.	Paschalis III. zusammen mit Rainald von Dassel(, Erzbischof von Köln und Erz-)Kanzler	(?)		II p. 427	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
648	Germ.Pont. 7	115	355		341	Roma, S. Pietro	06 August 1167	1167-08-06	1167-08-06	Paschalis III.	Paschalis III.	Erlebaldus, Abt des Klosters in Stablo		14491	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
649	Germ.Pont. 7	115	356		342	Roma, S. Pietro	27 Februar 1168	1168-02-27	1168-02-27	Paschalis III.	Paschalis III.	Philipp I. von Heinsberg, Erzbischof von Köln, und dessen Nachfolger	Roland wird konkret erwähnt	14495	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
650	Germ.Pont. 7	255	3		343	Faenza	16 März (1169?)	1169-03-16	1169-03-16	Calixt III.	Calixt III.	Bruno, Probst, und Hugo, Dekan der maioris ecclesia in Köln, sowie Theoderich, Abt des Klosters in Kamp		14496	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
651	Germ.Pont. 7	140	23		343	Faenza	16 März (1169)	1169-03-16	1169-03-16	Calixt III.	Calixt III.	Bruno, Probst, und Hugo, Dekan der maioris ecclesia in Köln, sowie Theoderich, Abt des Klosters in Kamp		14496	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
652	Germ.Pont. 7	295	6		343	Faenza	16 März (1169)	1169-03-16	1169-03-16	Calixt III.	Calixt III.	Bruno, Probst und Hugo, Dekan der maioris ecclesia in Köln, sowie Theoderich, Abt des Klosters in Kamp		14496	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
653	Germ.Pont. 7	256	5		344	Viterbo	16 Mai (1170?)	1170-05-16	1170-05-16	Calixt III.	Calixt III.	Ermentrude, Äbtissin des Klosters in Dietkirchen		14500	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
654	Germ.Pont. 7	141	25		344	Viterbo	16 Mai (1170?)	1170-05-16	1170-05-16	Calixt III.	Calixt III.	Ermentrude, Äbtissin des Klosters in Dietkirchen		14500	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
655	Germ.Pont. 7	256	6		345	Viterbo	09 Juli (1170?)	1170-07-09	1170-07-09	Calixt III.	Calixt III.	Ermentrude, Äbtissin des Klosters in Dietkirchen		14501	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
656	Germ.Pont. 7	141	26		345	Viterbo	09 Juli (1170?)	1170-07-09	1170-07-09	Calixt III.	Calixt III.	Ermentrude, Äbtissin des Klosters in Dietkirchen		14501	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
657	Germ.Pont. 7	157	6	*	*346	–	(ante 1170-09 Juli 1171)	1170-07-01	1171-07-31	Calixt III.	Calixt III.	Bruno, Probst, und Hugo, Dekan der maioris ecclesia in Köln		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
658	Germ.Pont. 7	141	27	*	*346	–	(ante 1170-09 Juli 1171)	1170-07-01	1171-07-31	Calixt III.	Calixt III.	Bruno, Probst, und Hugo, Dekan der maioris ecclesia in Köln		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
659	Germ.Pont. 7	157	7		347	Viterbo	09 Juli (1170-1171)	1170-07-09	1171-07-09	Calixt III.	Calixt III.	B(runo), Probst, und H(ugo), Dekan der maioris ecclesia in Köln		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
660	Germ.Pont. 7	141	28		347	Viterbo	09 Juli (1170-1171)	1170-07-09	1171-07-09	Calixt III.	Calixt III.	B(runo), Probst, und H(ugo), Dekan der maioris ecclesia in Köln		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
661	Germ.Pont. 7	256	7		348	San Flaviano (Montefiascone)	20 September (1172?,1174/75?)	1172-09-20	1175-09-20	Calixt III.	Calixt III.	Ermentrude, Äbtissin des Klosters in Dietkirchen		14506	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
662	Germ.Pont. 7	256	4	*	*349	–	(cr. med. 1169)	1169-01-01	1169-12-31	Calixt III.	Bruno, Probst, und Hugo, Dekan der maioris ecclesia in Köln	(?)	apostolischer Legat	–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
663	Germ.Pont. 7	141	24	*	*349	–	(cr. med. 1169)	1169-01-01	1169-12-31	Calixt III.	Bruno, Probst, und Hugo, Dekan der maioris ecclesia in Köln	(?)	apostolischer Legat	–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
664	Germ.Pont. 7	114	350		142	–	(cr. Herbst 1166)	1166-01-01	1166-12-31	Alexander III.	Girard Pucella, Magister	Thomas Becket, Erzbischof von Canterbury		–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
665	Germ.Pont. 7	115	353	*	*143	–	[Mai 1167]	1167-05-01	1167-05-31	Alexander III.	Reinald von Dassel, Erzbischof von Köln, und Christian I. von Buch	Alexander III.		–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
666	Germ.Pont. 7	115	354		144	ante portas Romae	[Juli 1167]	1167-07-01	1167-07-31	Alexander III.	Reinald von Dassel, Erzbischof von Köln und humilis minister sanctae Coloniensis ecclesiae	Erzidakone und die gesamte Kirche in Lüttich	Roland wird konkret erwähnt	–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
667	Germ.Pont. 7	117	359	*	*145	Ferrara-Venezia	13.04-21 Juli 1177	1177-07-13	1177-07-21	Alexander III.	Philipp I. von Heinsberg, Erzbischof von Köln	Alexander III.		–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
668	Germ.Pont. 7	117	360	*	*146	Venezia	22 Juli 1177	1177-07-22	1177-07-22	Alexander III.	Philipp I. von Heinsberg, Erzbischof von Köln	Alexander III. und dessen Kardinäle		–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
669	Germ.Pont. 7	119	367		147	(Venezia)	(17 September 1177)	1177-09-17	1177-09-17	Alexander III.	Philipp I. von Heinsberg, Erzbischof von Köln, und Christian I. von Buch, Erzbischof von Mainz, sowie andere Prälaten und principes	Alexander III.		–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
670	Germ.Pont. 7	118	363	*	*148	(Venezia)	(01 August 1177)	1177-08-01	1177-08-01	Alexander III.	Philipp I. von Heinsberg, Erzbischof von Köln, sowie andere Bischöfe (alii episcopi)	Alexander III. und dessen Kardinäle		–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
671	Germ.Pont. 7	107	322	*	*125	Pavia	(5-12 Februar 1160)	1160-02-05	1160-02-12	Viktor IV.	Generalkonvent	Viktor IV.		–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
672	Germ.Pont. 7	108	325	*	*126	–	(März-Mai 1160)	1160-03-01	1160-05-31	Viktor IV.	Reinald von Dassel, Erzbischof von Köln (electus)	(?)		–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
673	Germ.Pont. 7	108	326	*	*127	–	(März-Mai 1160)	1160-03-01	1160-05-31	Viktor IV.	Reinald von Dassel, Erzbischof von Köln (electus), und Adolf II., Graf von Holstein	(?)		–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
674	Germ.Pont. 7	245	8	*	*128	(Cremona)	(in.? Mai 1161)	1161-05-01	1161-05-31	Viktor IV.	Hartpernus, Abt des Klosters in Deutz	(?)		–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
675	Germ.Pont. 7	108	327	*	*129	Lodi	19-22 Juni 1162	1162-06-19	1162-06-22	Viktor IV.	Reinald von Dassel, Erzbischof von Köln (electus), sowie viele andere Bischöfe	(?)		–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
676	Germ.Pont. 7	108	328	*	*130	Saint-Jean-de-Losne	(7-8 September )1162	1162-09-07	1162-09-08	Viktor IV.	Reinald von Dassel, Erzbischof von Köln (electus)	(?)		–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
677	Germ.Pont. 7	109	329	*	*131	Saint-Jean-de-Losne	19 September 1162	1162-09-19	1162-09-19	Viktor IV.	Reinald von Dassel(, Erzbischof von Köln (electus))	(?)		–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
678	Germ.Pont. 7	109	330	*	*132	–	(Herbst 1162)	1162-01-01	1162-12-31	Viktor IV.	Reinald von Dassel, Erzkanzler und Erzbischof von Köln	(?)		–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
679	Germ.Pont. 7	109	331	†*	†*133	–	(ex. 1162)	1162-01-01	1162-12-31	Viktor IV.	Reinald von Dassel, Erzbischof von Köln (electus): (?)	–		–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
680	Germ.Pont. 7	110	336	*	*134	Lucca	22 April 1162	1162-04-22	1162-04-22	Paschalis III.	Reinald von Dassel, Erzbischof von Köln (electus)	Paschalis III.		–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
681	Germ.Pont. 7	110	337	*	*135	Lucca	26 April 1164	1164-04-26	1164-04-26	Paschalis III.	(Reinald von Dassel, Erz-)Kanzler (von Köln (electus))	Paschalis III.		–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
682	Germ.Pont. 7	111	339	*	*136	Vienne	[Juni 1164]	1164-06-01	1164-06-30	Paschalis III.	(Reinald von Dassel, Erz-)Kanzler (von Köln (electus))	Paschalis III.		–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
683	Germ.Pont. 7	112	343	*	*137	Rouen	[April 1165]	1165-04-01	1165-04-30	Paschalis III.	Reinald von Dassel, Erzbischof von Köln (electus)	Paschalis III.		–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
684	Germ.Pont. 7	112	344		138	–	(in.Mai 1165.)	1165-01-01	1165-12-31	Paschalis III.	Reinald von Dassel, electus sanctae Coloniensis ecclesiae und Erzkanzler Italiens	Ludwig VII. (der Jüngere von Frankreich)	Roland wird konkret erwähnt	–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
685	Germ.Pont. 7	112	345		139	Würzburg	24 Mai 1165	1165-05-24	1165-05-24	Paschalis III.	Reinald von Dassel, Erzbischof von Köln (electus)	Paschalis III.	Roland wird konkret erwähnt	–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
686	Germ.Pont. 7	114	349		140	–	(cr. med. 1166)	1166-01-01	1166-12-31	Paschalis III.	Heinrich II., König Englands	Reginald, Erzbischof von Köln (?)	anstelle reinaldo wurde reginaldo geschrieben, vermutlich Schreibfehler im lat.	–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
687	Germ.Pont. 7	114	351	*	*141	Pisa	8-15 März 1167	1167-03-08	1167-03-15	Paschalis III.	Konsuln aus Pisa	Reinald von Dassel, Erzbischof von Köln und (Erz-)Kanzler	Roland wird konkret erwähnt	–	b) elenchus personarum, quae romanis pontificibus litteras miserunt
688	Germ.Pont. 9	93	9	*	*146	–	(ante oder post 1156)	1156-01-01	1156-12-31	Alexander III.	Eugen III., Anastasius IV., Hadrian IV. oder der gewisse Papst des Schismas (papa quidam schismaticus)	Otto (II.?) von Kappenberg, (Probst?)		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
689	Germ.Pont. 9	127	58	*	*155	Venezia)	22-25 Juli 1177	1177-07-22	1177-07-25	Alexander III.	Alexander III.	(?)	Empfänger nicht ersichtlich, stattdessen wird erwähnt, dass Arnold, Bischof von Osnabrück, zusammen mit vielen anderen führenden Männern an einer Versammlung (compositae) teilnimmt	–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
690	Germ.Pont. 9	165	58	*	*155	Venezia)	22-25 Juli 1177	1177-07-22	1177-07-25	Alexander III.	Alexander III.	(?)	Empfänger nicht ersichtlich, stattdessen wird erwähnt, dass Anno von Landsberg, Bischof von Minden, zusammen mit vielen anderen führenden Männern an einer Versammlung (compositae) teilnimmt	–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
691	Germ.Pont. 9	132	4		156	Venezia, Rialto	03 August (1177)	1177-08-03	1177-08-03	Alexander III.	Alexander III.	Kleriker der schönen Kirche St. Petrus in Osn(abrück)	Empfänger nicht klar ersichtlich	12908	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
692	Germ.Pont. 9	62	3	*	*157	Venezia)	1-14 August 1177	1177-08-01	1177-08-14	Alexander III.	Alexander III.	(?)	Empfänger nicht ersichtlich, stattdessen wird erwähnt, dass Florens III., Graf von Holland, als einer der vielen führenden Männer am Konzil über den Frieden zwischen Alexander III. und Friedrich I. teilnimmt	–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
693	Germ.Pont. 9	127	58a	*	*157	(Venezia))	(1-14. August) 1177	1177-08-01	1177-08-14	Alexander III.	Alexander III.	(?)	allerdings ist zum Entstehungszeitraum gar nicht Philipp, sondern bereits Arnold Bischof von Osnabrück - Empfänger nicht klar ersichtlich, stattdessen wird erwähnt, dass Philipp von Katzenelnbogen, Bischof von Osnabrück, als einer der vielen führenden Männer am Konzil über den Frieden zwischen Alexander III. und Friedrich I. teilnimmt	–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
694	Germ.Pont. 9	165	58a	*	*157	(Venezia))	(1-14. August) 1177	1177-08-01	1177-08-14	Alexander III.	Alexander III.	(?)	Empfänger nicht ersichtlich, stattdessen wird erwähnt, dass Anno von Landsberg, Bischof von Minden, als einer der vielen führenden Männer am Konzil über den Frieden zwischen Alexander III. und Friedrich I. teilnimmt	–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
695	Germ.Pont. 9	62	4	*	*158	(Venezia))	(1-14. August) 1177	1177-08-01	1177-08-14	Alexander III.	Alexander III.	(?)	Empfänger nicht ersichtlich, stattdessen wird erwähnt, dass Friedrich I., Kaiser, und dessen Sohn Heinrich zusammen mit Wilhelm, König von Sizilien, und dessen Erben, einen fünfzehnjährigen Frieden beginnen, den Florens III., Graf von Holland, unter den vielen führenden Männern, beschwört	–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
696	Germ.Pont. 9	38	2		159	Laterano	27 Juni 1179	1179-06-27	1179-06-27	Alexander III.	Alexander III.	Kanoniker der Kirche St. Salvator in Utrecht und deren Nachfolgern		13439	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
697	Germ.Pont. 9	35	12		160	Segni	10 September (1179)	1179-09-10	1179-09-10	Alexander III.	Alexander III.	Pröbste, Dekane und Priestern über die Bistümer Cambrai, Lüttich, Tournai, Utrecht hinweg		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
698	Germ.Pont. 9	60	3		161	Anagni	05 November 1179	1179-11-05	1179-11-05	Alexander III.	Alexander III.	Sophia, Äbtissin in Rijnsburg, sowie deren Mitschwestern		13488	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
699	Germ.Pont. 9	171	6		162	Tusculanum	27 Juni (1180)	1180-06-27	1180-06-27	Alexander III.	Alexander III.	(Thietmar,) Probst und Kanoniker der Kirche in Minden		13671	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
700	Germ.Pont. 9	171	7	*	*163	–	(ante 1181)	1181-01-01	1181-12-31	Alexander III.	Alexander III.	Kirche St. Gorgonius und St. Petrus in Minden (Mindener Dom) sowie Bruder Fordivus		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
701	Germ.Pont. 9	171	8	*	*164	–	(ante 1181)	1181-01-01	1181-12-31	Alexander III.	Alexander III.	Kirche St. Gorgonius und St. Petrus in Minden (Mindener Dom) sowie Bruder Fordivus		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
702	Germ.Pont. 9	206	1		165	Viterbo	15 August (1181)	1181-08-15	1181-08-15	Alexander III.	Alexander III.	Heinrich, Probst des Klosters St. Maria in Obernkirchen		14421	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
703	Germ.Pont. 9	171	9		166	Köln]	1181	1181-01-01	1181-12-31	Alexander III.	Philipp I. von Heinsberg, Erzbischof von Köln und per apostolischem Mandat (Alexanders III.) Richter	Kirche St. Gorgonius und St. Petrus in Minden (Mindener Dom) sowie Bruder Fordivus	apostolischer Legat	–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
704	Germ.Pont. 9	77	39	*	*167	–	(1178- ante 02 November 1181)	1178-11-02	1181-11-02	Alexander III.	Alexander III. (eher als Lucius III.)	Hermann II. (Hermann von Katzenelnbogen), Bischof von Münster, und Arnold, Bischof von Osnabrück		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
705	Germ.Pont. 9	127	59	*	*167	–	(1178- ante 02 November 1181)	1178-11-02	1181-11-02	Alexander III.	Alexander III. (eher als Lucius III.)	Hermann II. (Hermann von Katzenelnbogen), Bischof von Münster, und Arnold, Bischof von Osnabrück		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
706	Germ.Pont. 9	165	60	*	*167	–	(1178- ante 02 November 1181)	1178-11-02	1181-11-02	Alexander III.	Alexander III. (eher als Lucius III.)	Hermann II. (Hermann von Katzenelnbogen), Bischof von Münster, und Arnold, Bischof von Osnabrück		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
707	Germ.Pont. 9	176	3	*	*167	–	(1178- ante 02 November 1181)	1178-11-02	1181-11-02	Alexander III.	Alexander III. (eher als Lucius III.)	Hermann II. (Hermann von Katzenelnbogen), Bischof von Münster, und Arnold, Bischof von Osnabrück		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
708	Germ.Pont. 9	78	40		168	–	(1178- ante 02 November 1181)	1178-11-02	1181-11-02	Alexander III.	Hermann II. (Hermann von Katzenelnbogen), Bischof von Münster, und Arnold, Bischof von Osnabrück, delegierte Richter	(?)	apostolischer Legat, Empfänger nicht ersichtlich	–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
709	Germ.Pont. 9	127	60		168	–	(1178- ante 02 November 1181)	1178-11-02	1181-11-02	Alexander III.	Hermann II. (Hermann von Katzenelnbogen), Bischof von Münster, und Arnold, Bischof von Osnabrück, delegierte Richter	(?)	apostolischer Legat, Empfänger nicht ersichtlich	–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
710	Germ.Pont. 9	165	61		168	–	(1178- ante 02 November 1181)	1178-11-02	1181-11-02	Alexander III.	Hermann II. (Hermann von Katzenelnbogen), Bischof von Münster, und Arnold, Bischof von Osnabrück, delegierte Richter	(?)	apostolischer Legat, Empfänger nicht ersichtlich	–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
711	Germ.Pont. 9	172	10		168	–	(1178- ante 02 November 1181)	1178-11-02	1181-11-02	Alexander III.	Hermann II. (Hermann von Katzenelnbogen), Bischof von Münster, und Arnold, Bischof von Osnabrück, delegierte Richter	(?)	apostolischer Legat, Empfänger nicht ersichtlich	–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
712	Germ.Pont. 9	176	4		168	–	(1178- ante 02 November 1181)	1178-11-02	1181-11-02	Alexander III.	Hermann II. (Hermann von Katzenelnbogen), Bischof von Münster, und Arnold, Bischof von Osnabrück, delegierte Richter	(?)	apostolischer Legat, Empfänger nicht ersichtlich	–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
713	Germ.Pont. 9	78	41	*	*169	–	(1177- in. 1183)	1177-01-01	1183-12-31	Alexander III.	Alexander III. oder Lucius III.	Hermann II. (Hermann von Katzenelnbogen), Bischof von Münster, und Folbert (Folberto), Abt des Klosters St. Jakob in Mainz	[ebenfalls in Band IV.]	–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
