Lfd. Nummer	Band	Seite	Nummer	Echtheit	Listennummer	Ort	Datum	notBefore	notAfter	Papst	Aussteller	Empfänger	Kurzregest	JL	Notiz
2276	It.Pont. 8	194	2		1117	Laterano	17 Mai 1188	1188-05-17	1188-05-17	Clemens III.			repetit privilegium Alexandri	16233	
2277	It.Pont. 8	196	2		1101	Anagni	15 Dezember 1183	1183-12-15	1183-12-15	Lucius III.			suscipit mon. ad exemplar Alexandri	14957	
2278	It.Pont. 8	196	3		1131	Laterano	12 Juni 1189	1189-06-12	1189-06-12	Clemens III.			ad examplar Alexandri	16420	
2279	It.Pont. 8	243	3		1097	Velletri	20 März 1183	1183-03-20	1183-03-20	Lucius III.			ad exemplar Alexandri	14860	
2280	It.Pont. 8	258	15	*	*1106	–	[1181-1185]	1181-01-01	1185-12-31	Lucius III.			indirekt	–	
2281	It.Pont. 8	258	18	*	*1142	–	[1187-1191]	1187-01-01	1191-12-31	Clemens III.			indirekt	–	
2282	It.Pont. 8	258	20		1165	Laterano	29 September 1193	1193-09-29	1193-09-29	Coelestin III.			indirekt	17032	
2283	It.Pont. 8	293	16		1089	Roma S. Pietro	29 November 1181	1181-11-29	1181-11-29	Lucius III.			ad exemplar … et Alexandri	14524	
2284	It.Pont. 8	294	20		1169	Laterano	08 März 1194	1194-03-08	1194-03-08	Coelestin III.			ad exemplar … Alexandri	17079	
2285	It.Pont. 8	301	16	*	*1195	–	[1191-1198]	1191-01-01	1198-12-31	Coelestin III.			indirekt	–	
2286	It.Pont. 8	360	51		1092	Velletri	25 September 1182	1182-09-25	1182-09-25	Lucius III.			repetit privilegium confirmationis Alexandri III	14691	
2287	It.Pont. 8	362	3		1092	Velletri	25 September 1182	1182-09-25	1182-09-25	Lucius III.			confirmat Alexandri III privilegium	14691	
2288	It.Pont. 8	366	9	*	*1110	–	[1181-1185]	1181-01-01	1185-12-31	Lucius III.			indirekt	–	
2289	It.Pont. 8	366	10		1115	Laterano	28 März 1188	1188-03-28	1188-03-28	Clemens III.			ad exemplar … Alexandri	–	
2290	It.Pont. 8	404	10		1093	Velletri	04 Dezember 1182	1182-12-04	1182-12-04	Lucius III.			ad exemplar … Alexandri	14711	
2291	It.Pont. 9	402	4	+	†611	Roma S. Giovanni in Laterano	24 Dezember [1160]	1160-12-24	1160-12-24	Alexander III.	Alexander III.	Kapitel der Kirche von Oria und der restliche Klerus und das Volk dieser Stadt		11255	
2292	It.Pont. 9	394	35	+	†611	Roma S. Giovanni in Laterano	24 Dezember [1160]	1160-12-24	1160-12-24	Alexander III.	Alexander III.	Kapitel der Kirche von Oria und der restliche Klerus und das Volk dieser Stadt		11255	
2293	It.Pont. 9	68	65		612	Ferentino	19 August [1161]	1161-08-19	1161-08-19	Alexander III.	Alexander III.	Erzbischof Syrus und die Konsule von Ianuen.		10676a	
2294	It.Pont. 9	69	66	*	*613	–	[Mai 1164 cr.]	1164-05-01	1164-05-31	Alexander III.	Alexander III.	Erzbischof Henricus (von Benevento)		–	
2295	It.Pont. 9	264	4		[615]	Benevento	10 September 1167	1167-09-10	1167-09-10	Alexander III.	Alexander III.	Prior Riccardus etc.		11362	
2296	It.Pont. 9	257	11	*	*616	–	[1167]	1167-01-01	1167-12-31	Alexander III.	Alexander III.	kein direkter Empfänger	(Privilegsvergabe)	–	
2297	It.Pont. 9	334	7		617	Benevento	14 Januar 1168	1168-01-14	1168-01-14	Alexander III.	Alexander III.	Abt Nicolaus etc.		11377	
2298	It.Pont. 9	102	1		618	Benevento	26 April 1168	1168-04-26	1168-04-26	Alexander III.	Alexander III.	Äbtissin Fuscha des Klosters St. Victorini, Benevento		11389	
2299	It.Pont. 9	379	3	*	*619	–	01 August 1168	1168-08-01	1168-08-01	Alexander III.	Alexander III.	kein direkter Empfänger	(Wiederholung des Versprechens von Paschalis II. und Calixt II.)	–	
2300	It.Pont. 9	168	12		[620]	Benevento	20 September 1168	1168-09-20	1168-09-20	Alexander III.	Alexander III.	Abt Umfredus des Klosters St. Petri Terrae maioris, Torremaggiore etc		–	
2301	It.Pont. 9	42	105		622	Benevento	24 Juli 1169	1169-07-24	1169-07-24	Alexander III.	Alexander III.	Klerus, Richter und das gesamte Volk von Benevento		11635	
2302	It.Pont. 9	245	2		623	Benevento	25 April [1168-1169]	1168-04-25	1169-04-25	Alexander III.	Alexander III.	Kleriker der Kirche von Siponto		11539	
2303	It.Pont. 9	238	19		623	Benevento	25 April [1168-1169]	1168-04-25	1169-04-25	Alexander III.	Alexander III.	Kleriker der Kirche von Siponto		11539	
2304	It.Pont. 9	241	2		623	Benevento	25 April [1168-1169]	1168-04-25	1169-04-25	Alexander III.	Alexander III.	Kleriker der Kirche von Siponto		11539	
2305	It.Pont. 9	264	5		[624]	Benevento	29 Mai [1168-1169]	1168-05-29	1169-05-29	Alexander III.	Alexander III.	Prior Petrus und die Brüder		11538	
2306	It.Pont. 9	188	4		625	Benevento	26 September [1167-1169]	1167-09-26	1169-09-26	Alexander III.	Alexander III.	Bischof, Kanoniker und der gesamte Klerus und das Volk von Termoli		14194	
2307	It.Pont. 9	189	2		625	Benevento	26 September [1167-1169]	1167-09-26	1169-09-26	Alexander III.	Alexander III.	Bischof, Kanoniker und der gesamte Klerus und das Volk von Termoli		14194	
2308	It.Pont. 9	311	3		626	Benevento	15 Oktober [1167-1169]	1167-10-15	1169-10-15	Alexander III.	Alexander III.	Bischof Amando von Bisceglie		14133	
2309	It.Pont. 9	227	1		627	Benevento	16 November [1167-1169]	1167-11-16	1169-11-16	Alexander III.	Alexander III.	Lehrer Rugerius des Spitals von Foggia		–	
2310	It.Pont. 9	508	5		628	–	[cr. 1169]	1169-01-01	1169-12-31	Alexander III.	Alexander III.	erwählter (Herbert) von Conza (Erzbischof)		–	
2311	It.Pont. 9	269	2	*	*629	–	[1168-1169]	1168-01-01	1169-12-31	Alexander III.	Alexander III.	kein direkter Empfänger	(Absetzung von Bischöfen)	–	
2312	It.Pont. 9	73	1	*	*630	–	[cr. 1167-1169]	1167-01-01	1169-12-31	Alexander III.	Alexander III.	Brüder der Kirche St. Andrea von Benevento		–	
2313	It.Pont. 9	394	36		631	Tusculanum	25 Juni 1171	1171-06-25	1171-06-25	Alexander III.	Alexander III.	Erzbischof Lupo (von Brindisi) etc.		–	
2314	It.Pont. 9	122	3		632	Veroli	[16 März  1170 ? – 19 September 1171]	1170-03-16	1171-09-19	Alexander III.	Alexander III.	Bischof von St. Agatha de´ Goti		11865	
2315	It.Pont. 9	69	68	*	*633	–	[1171]	1171-01-01	1171-12-31	Alexander III.	Alexander III.	Lumbardus abstammend von Piacenza, Schüler von St. Thomas von Cantuarien.		–	
2316	It.Pont. 9	322	15		635	Tusculanum	28 Juni 1172	1172-06-28	1172-06-28	Alexander III.	Alexander III.	Erzbischof Rainaldus von Bari und Canusino		12157	
2317	It.Pont. 9	465	13		636	Tusculanum	18 Juli 1172	1172-07-18	1172-07-18	Alexander III.	Alexander III.	Abt Damianus etc.		12158	
2318	It.Pont. 9	185	11		637	Tusculanum	25 Juli 1172	1172-07-25	1172-07-25	Alexander III.	Alexander III.	Abt Anastasius des Kloster St. Maria von Tremiti		12159	
2319	It.Pont. 9	130	1	*	*638	–	[1161-1172]	1161-01-01	1172-12-31	Alexander III.	Alexander III.	Abt Robertus		–	
2320	It.Pont. 9	394	37		639	Anagni	28 Juni 1173	1173-06-28	1173-06-28	Alexander III.	Alexander III.	Erzbischof Guglielmo (II) (von Brindisi) etc.		12226, *12231	
2321	It.Pont. 9	417	6	*	*640	–	[cr. 1173]	1173-01-01	1173-12-31	Alexander III.	Alexander III.	Abt (Palmerius) von St. Stephan von Monopoli und Erzbischof (Gionata) von Otranto		–	
2322	It.Pont. 9	430	5	*	*640	–	[cr. 1173]	1173-01-01	1173-12-31	Alexander III.	Alexander III.	Abt (Palmerius) von St. Stephan von Monopoli und Erzbischof (Gionata) von Otranto		–	
2323	It.Pont. 9	411	6	*	*640	–	[cr. 1173]	1173-01-01	1173-12-31	Alexander III.	Alexander III.	Abt (Palmerius) von St. Stephan von Monopoli und Erzbischof (Gionata) von Otranto		–	
2324	It.Pont. 9	379	4	*	*640	–	[cr. 1173]	1173-01-01	1173-12-31	Alexander III.	Alexander III.	Abt (Palmerius) von St. Stephan von Monopoli und Erzbischof (Gionata) von Otranto		–	
2325	It.Pont. 9	417	7		641	Anagni	22 Mai [1173]	1173-05-22	1173-05-22	Alexander III.	Alexander III.	Erzbischof Bertrando von Trani, Abt (Palmerius) von St. Stephan von Monopoli		*12449	
2326	It.Pont. 9	430	6		641	Anagni	22 Mai [1173]	1173-05-22	1173-05-22	Alexander III.	Alexander III.	Erzbischof Bertrando von Trani, Abt (Palmerius) von St. Stephan von Monopoli		*12449	
2327	It.Pont. 9	294	13		641	Anagni	22 Mai [1173]	1173-05-22	1173-05-22	Alexander III.	Alexander III.	Erzbischof Bertrando von Trani, Abt (Palmerius) von St. Stephan von Monopoli		*12449	
2328	It.Pont. 9	379	5		641	Anagni	22 Mai [1173]	1173-05-22	1173-05-22	Alexander III.	Alexander III.	Erzbischof Bertrando von Trani, Abt (Palmerius) von St. Stephan von Monopoli		*12449	
2329	It.Pont. 9	417	8		642	Anagni	13 Mai [1174]	1174-05-13	1174-05-13	Alexander III.	Alexander III.	Barone und das gesamte Volk von Nereto		–	
2330	It.Pont. 9	418	9		643	Anagni	14 Mai [1174]	1174-05-14	1174-05-14	Alexander III.	Alexander III.	Erzbischof Bertrando von Trani, Abt (Palmerius) von Monopoli		–	
2331	It.Pont. 9	430	7		643	Anagni	14. Mai [1174]	1174-05-14	1174-05-14	Alexander III.	Alexander III.	Erzbischof Bertrando von Trani, Abt (Palmerius) von Monopoli		–	
2332	It.Pont. 9	294	14		643	Anagni	14 Mai [1174]	1174-05-14	1174-05-14	Alexander III.	Alexander III.	Erzbischof Bertrando von Trani, Abt (Palmerius) von Monopoli		–	
2333	It.Pont. 9	379	6		643	Anagni	14 Mai [1174]	1174-05-14	1174-05-14	Alexander III.	Alexander III.	Erzbischof Bertrando von Trani, Abt (Palmerius) von Monopoli		–	
2334	It.Pont. 9	334	8		644	Anagni	08 September [1173-1174]	1173-09-08	1174-09-08	Alexander III.	Alexander III.	Abt und Brüder des Klosters Omnium Sanctorum in Cuti etc.		–	
2335	It.Pont. 9	322	16		644	Anagni	08 September [1173-1174]	1173-09-08	1174-09-08	Alexander III.	Alexander III.	Abt und Brüder des Klosters Omnium Sanctorum in Cuti etc.		–	
2336	It.Pont. 9	335	9	*	*645	–	[September – Oktober 1173-1174]	1173-09-01	1174-10-31	Alexander III.	Alexander III.	Abt und Kapitel		–	
2337	It.Pont. 9	335	10		646	Anagni	[09 Oktober [1173-1174]	1173-10-09	1174-10-09	Alexander III.	Alexander III.	Abt und Kapitel etc.		12631	
2338	It.Pont. 9	402	5		647	Anagni	20 Oktober [1173-1174]	1173-10-20	1174-10-20	Alexander III.	Alexander III.	Klerus und Volk von Oria		12325	
2339	It.Pont. 9	394	38		647	Anagni	20 Oktober [1173-1174]	1173-10-20	1174-10-20	Alexander III.	Alexander III.	Klerus und Volk von Oria		12325	
2340	It.Pont. 9	467	3		648	Ferentino	30 Dezember 1174	1174-12-30	1174-12-30	Alexander III.	Alexander III.	Abt Alferius des Klosters St. Michaelis de Monte Caveoso etc.		12404	
2341	It.Pont. 9	209	26	*	*649	–	[1174]	1174-01-01	1174-12-31	Alexander III.	Alexander III.	Erzbischof Gerardo von Siponto und Garganico, Bischof Paulus von Salpi, Abt Albertus (Kloster St. Trinitatis) des heiligen Berges		–	
2342	It.Pont. 9	238	20	*	*649	–	[1174]	1174-01-01	1174-12-31	Alexander III.	Alexander III.	Erzbischof Gerardo von Siponto und Garganico, Bischof Paulus von Salpi, Abt Albertus (Kloster St. Trinitatis) des heiligen Berges		–	
2343	It.Pont. 9	219	1	*	*649	–	[1174]	1174-01-01	1174-12-31	Alexander III.	Alexander III.	Erzbischof Gerardo von Siponto und Garganico, Bischof Paulus von Salpi, Abt Albertus (Kloster St. Trinitatis) des heiligen Berges		–	
2344	It.Pont. 9	252	11	*	*649	–	[1174]	1174-01-01	1174-12-31	Alexander III.	Alexander III.	Erzbischof Gerardo von Siponto und Garganico, Bischof Paulus von Salpi, Abt Albertus (Kloster St. Trinitatis) des heiligen Berges		–	
2345	It.Pont. 9	348	2	*	*649	–	[1174]	1174-01-01	1174-12-31	Alexander III.	Alexander III.	Erzbischof Gerardo von Siponto und Garganico, Bischof Paulus von Salpi, Abt Albertus (Kloster St. Trinitatis) des heiligen Berges		–	
2346	It.Pont. 9	335	12		650	Ferentino	21 Januar [1175]	1175-01-21	1175-01-21	Alexander III.	Alexander III.	Abt und Brüder etc.		–	
2347	It.Pont. 9	43	108		652	Ferentino	21 März [1175]	1175-03-21	1175-03-21	Alexander III.	Alexander III.	Subdiakon Petrus Herrscher Beneventos		–	
2348	It.Pont. 9	504	6		653	Ferentino	03 April 1175	1175-04-03	1175-04-03	Alexander III.	Alexander III.	Abt Phylippus des Kloster St. Petri von Uultensis etc.		12455	
2349	It.Pont. 9	195	5		654	Ferentino	09 April 1175	1175-04-09	1175-04-09	Alexander III.	Alexander III.	Bischof von Trivento		–	
2350	It.Pont. 9	300	1		655	Ferentino	15 Juni [1175]	1175-06-15	1175-06-15	Alexander III.	Alexander III.	Abt (Benencasa) und die Brüder des Klosters von Cava		12494	
2351	It.Pont. 9	301	2		656	Anagni	13 November 1175	1175-11-13	1175-11-13	Alexander III.	Alexander III.	Abt Jacobus des Klosters St. Maria de Colonia secus mare etc.		12521	
2352	It.Pont. 9	380	9		657	Anagni	16 Dezember 1175	1175-12-16	1175-12-16	Alexander III.	Alexander III.	Abt Palmerius des Klosters St. Stephan in Monopoli etc.		–	
2353	It.Pont. 9	467	4	*	*658	–	[1175]	1175-01-01	1175-12-31	Alexander III.	Alexander III.	kein direkter Empfänger	(Privilegsvergabe)	–	
2354	It.Pont. 9	335	11		*660	–	[1174-1175]	1174-01-01	1175-12-31	Alexander III.	Alexander III.	Bischof von Monopoli (Michele I.) und Abt (Palmerius) von St. Stephan in Monopoli		–	
2355	It.Pont. 9	376	12	*	*660	–	[1174-1175]	1174-01-01	1175-12-31	Alexander III.	Alexander III.	Bischof von Monopoli (Michele I.) und Abt (Palmerius) von St. Stephan in Monopoli		–	
2356	It.Pont. 9	380	8	*	*660	–	[1174-1175]	1174-01-01	1175-12-31	Alexander III.	Alexander III.	Bischof von Monopoli (Michele I.) und Abt (Palmerius) von St. Stephan in Monopoli		–	
2357	It.Pont. 9	418	10	*	*661	–	[1174-1175]	1174-01-01	1175-12-31	Alexander III.	Alexander III.	Erzbischof (Bertrando) von Trani , Abt (Palmerius) von St. Stephan in Monopoli	M auf Bitten des Bischof (Theodosius) von Gallipoli	–	
2358	It.Pont. 9	431	8	*	*661	–	[1174-1175]	1174-01-01	1175-12-31	Alexander III.	Alexander III.	Erzbischof (Bertrando) von Trani , Abt (Palmerius) von St. Stephan in Monopoli	M auf Bitten des Bischof (Theodosius) von Gallipoli	–	
2359	It.Pont. 9	294	15	*	*661	–	[1174-1175]	1174-01-01	1175-12-31	Alexander III.	Alexander III.	Erzbischof (Bertrando) von Trani , Abt (Palmerius) von St. Stephan in Monopoli	M auf Bitten des Bischof (Theodosius) von Gallipoli	–	
2360	It.Pont. 9	379	7	*	*661	–	[1174-1175]	1174-01-01	1175-12-31	Alexander III.	Alexander III.	Erzbischof (Bertrando) von Trani , Abt (Palmerius) von St. Stephan in Monopoli	M auf Bitten des Bischof (Theodosius) von Gallipoli	–	
2361	It.Pont. 9	238	21	*	*662	–	[1159-1175]	1159-01-01	1175-12-31	Alexander III.	Alexander III.	Bischof von Siponto	(Privilegsvergabe)	–	
2362	It.Pont. 9	418	11	*	*663	–	[1175-1176]	1175-01-01	1176-12-31	Alexander III.	Alexander III.	Erzbischof (Bertrando von Trani) und Abt (Palmerius von Monopoli)		–	
2363	It.Pont. 9	431	9	*	*663	–	[1175-1176]	1175-01-01	1176-12-31	Alexander III.	Alexander III.	Erzbischof (Bertrando von Trani) und Abt (Palmerius von Monopoli)		–	
2364	It.Pont. 9	294	16	*	*663	–	[1175-1176]	1175-01-01	1176-12-31	Alexander III.	Alexander III.	Erzbischof (Bertrando von Trani) und Abt (Palmerius von Monopoli)		–	
2365	It.Pont. 9	380	10	*	*663	–	[1175-1176]	1175-01-01	1176-12-31	Alexander III.	Alexander III.	Erzbischof (Bertrando von Trani) und Abt (Palmerius von Monopoli)		–	
2366	It.Pont. 9	419	13		665	Anagni	05 Januar [1176]	1176-01-05	1176-01-05	Alexander III.	Alexander III.	Abt (Paganus) und die Brüder des Klosters von Nereto		–	
2367	It.Pont. 9	419	14		666	Anagni	03 Mai [1176]	1176-05-03	1176-05-03	Alexander III.	Alexander III.	Abt (Paganus) und die Brüder des Klosters von Nereto		12375	
2368	It.Pont. 9	419	15		667	Anagni	03 Mai [1176]	1176-05-03	1176-05-03	Alexander III.	Alexander III.	Klerus, Barone und das gesamte Volk von Nereto		12376	
2369	It.Pont. 9	359	1		668	Anagni	12 August 1176	1176-08-12	1176-08-12	Alexander III.	Alexander III.	Bischof Calixtus (?) von Conversano etc.		–	
2370	It.Pont. 9	238	22		669	Anagni	25 September 1176	1176-09-25	1176-09-25	Alexander III.	Alexander III.	Kanoniker von Siponto		*14233	
2371	It.Pont. 9	242	4		669	Anagni	25 September 1176	1176-09-25	1176-09-25	Alexander III.	Alexander III.	Kanoniker von Siponto		*14233	
2372	It.Pont. 9	245	4		669	Anagni	25 September 1176	1176-09-25	1176-09-25	Alexander III.	Alexander III.	Kanoniker von Siponto		*14233	
2373	It.Pont. 9	242	3	*	*671	–	[cr. 1176]	1176-01-01	1176-12-31	Alexander III.	Alexander III.	Kanoniker von Siponto		–	
2374	It.Pont. 9	245	3	*	*671	–	[cr. 1176]	1176-01-01	1176-12-31	Alexander III.	Alexander III.	Kanoniker von Garganico		–	
2375	It.Pont. 9	295	18		672	Anagni	09 September [1173-1176]	1173-09-09	1176-09-09	Alexander III.	Alexander III.	Erzbischof (Bertrando) von Trani		14032, 14151	
2376	It.Pont. 9	295	19		674	Siponto	28 Januar 1177	1177-01-28	1177-01-28	Alexander III.	Alexander III.	Erzbischof Bertrando (!) (von Trani) etc.		12772	
2377	It.Pont. 9	381	12	*	*675	–	Februar 1177	1177-02-01	1177-02-28	Alexander III.	Alexander III.	kein direkter Empfänger	(Privilegsbestärkung)	–	
2378	It.Pont. 9	261	4		676	Vieste	09 Februar 1177	1177-02-09	1177-02-09	Alexander III.	Alexander III.	Prior Antonius des Klosters St. Maria von Pulsano etc.		12778	
2379	It.Pont. 9	376	13		677	Vieste	10 Februar 1177	1177-02-10	1177-02-10	Alexander III.	Alexander III.	Bischof Stefan (von Monopoli)		12779	
2380	It.Pont. 9	222	1	*	*678	Foggia	[Januar – Februar 1177]	1177-01-01	1177-02-28	Alexander III.	Alexander III.	kein direkter Empfänger	(Altarweihe)	–	
2381	It.Pont. 9	329	1		[680]	Zara	16 März 1177	1177-03-16	1177-03-16	Alexander III.	Alexander III.	Philippus Bürger von Bari und seine Erben		12792	
2382	It.Pont. 9	336	3		[680]	Zara	16 März 1177	1177-03-16	1177-03-16	Alexander III.	Alexander III.	Philippus Bürger von Bari und seine Erben		12792	
2383	It.Pont. 9	359	2	*	*681	(Venezia Rialto)	01 Juli 1177	1177-07-01	1177-07-01	Alexander III.	Alexander III.	Erzbischof (Bertrando) von Trani, Bischof (Amando) von Bisceglie		–	
2384	It.Pont. 9	295	20	*	*681	(Venezia Rialto)	01 Juli 1177	1177-07-01	1177-07-01	Alexander III.	Alexander III.	Erzbischof (Bertrando) von Trani, Bischof (Amando) von Bisceglie		–	
2385	It.Pont. 9	311	4	*	*681	(Venezia Rialto)	01 Juli 1177	1177-07-01	1177-07-01	Alexander III.	Alexander III.	Erzbischof (Bertrando) von Trani, Bischof (Amando) von Bisceglie		–	
2386	It.Pont. 9	336	4		682	Benevento	20 November 1177	1177-11-20	1177-11-20	Alexander III.	Alexander III.	Daiferus Johannes von Rodia, Diakon Johannes von Bari, Söhne Wilhelm und Robert des vorhergenannten Daiferius, Bürger von Bari		–	
2387	It.Pont. 9	112	3	*	*683	–	[1177]	1177-01-01	1177-12-31	Alexander III.	Alexander III.	kein direkter Empfänger	(Privilegsvergabe)	–	
2388	It.Pont. 9	306	1		684	Anagni	29 Dezember [1159-1177]	1159-12-29	1177-12-29	Alexander III.	Alexander III.	die Kranken von Barolo		12760	
2389	It.Pont. 9	239	23		685	Anagni	17 Januar [1178]	1178-01-17	1178-01-17	Alexander III.	Alexander III.	Erzbischöfe, Bischöfe, Äbte und die übrigen Prälaten der Kirchen, die in Apulien festgesetzt wurden		–	
2390	It.Pont. 9	242	5		685	Anagni	17 Januar [1178]	1178-01-17	1178-01-17	Alexander III.	Alexander III.	Erzbischöfe, Bischöfe, Äbte und die übrigen Prälaten der Kirchen, die in Apulien festgesetzt wurden		–	
2391	It.Pont. 9	246	5		685	Anagni	17 Januar [1178]	1178-01-17	1178-01-17	Alexander III.	Alexander III.	Erzbischöfe, Bischöfe, Äbte und die übrigen Prälaten der Kirchen, die in Apulien festgesetzt wurden		–	
2392	It.Pont. 9	275	14		685	Anagni	17 Januar [1178]	1178-01-17	1178-01-17	Alexander III.	Alexander III.	Erzbischöfe, Bischöfe, Äbte und die übrigen Prälaten der Kirchen, die in Apulien festgesetzt wurden		–	
2393	It.Pont. 9	239	24		*686	Anagni	17 Januar [1178]	1178-01-17	1178-01-17	Alexander III.	Alexander III.	Erzbischöfe, Bischöfe, Äbte und die übrigen Prälaten der Kirchen, die in Apulien festgesetzt wurden		–	
2394	It.Pont. 9	246	6	*	*686	(Anagni)	[17 Januar 1178]	1178-01-17	1178-01-17	Alexander III.	Alexander III.	Kanoniker von Gargano		–	
2395	It.Pont. 9	190	4		[687]	Anagni	Januar [1178]	1178-01-01	1178-01-31	Alexander III.	Alexander III.	Ursonus von Ronta		13001	
2396	It.Pont. 9	309	1	*	*688	–	[Januar – Februar 1178]	1178-01-01	1178-02-28	Alexander III.	Alexander III.	ehrhafte Männer (Roger) Begleiter/ Vertreter von Andria und Begleiter von Tancredum Neffe des Königs (Guillelmus)		–	
2397	It.Pont. 9	427	2	*	*688	–	[Januar – Februar 1178]	1178-01-01	1178-02-28	Alexander III.	Alexander III.	ehrhafte Männer (Roger) Begleiter/ Vertreter von Andria und Begleiter von Tancredum Neffe des Königs (Guillelmus)		–	
2398	It.Pont. 9	43	109		689	Anagni	23 Februar [1176-1178]	1176-02-23	1178-02-23	Alexander III.	Alexander III.	Abt Petrus und das Kapitel		13007	
2399	It.Pont. 9	99	2	+	†690	Laterano	28 April 1178	1178-04-28	1178-04-28	Alexander III.	Alexander III.	Abt Beraldus des Kloster St. Modesti in Benevento etc.		–	
2400	It.Pont. 9	425	3		691	Laterano	15 Juni 1178	1178-06-15	1178-06-15	Alexander III.	Alexander III.	Äbtissin Emma etc.		–	
2401	It.Pont. 9	360	3	*	*692	(Laterano)	11 August 1178	1178-08-11	1178-08-11	Alexander III.	Alexander III.	Erzbischof (Bertrando) von Trani und Bischof (Amando) von Bisceglie		–	
2402	It.Pont. 9	295	21	*	*692	(Laterano)	11 August 1178	1178-08-11	1178-08-11	Alexander III.	Alexander III.	Erzbischof (Bertrando) von Trani und Bischof (Amando) von Bisceglie		–	
2403	It.Pont. 9	311	5	*	*692	(Laterano)	11 August 1178	1178-08-11	1178-08-11	Alexander III.	Alexander III.	Erzbischof (Bertrando) von Trani und Bischof (Amando) von Bisceglie		–	
2404	It.Pont. 9	43	110	*	*693	–	[nach August] 11178			Alexander III.	Alexander III.	Abt Johannes von Struma (Gegenpapst Calixt III.)		–	
2405	It.Pont. 9	198	1		694	Laterano	11 März 1179	1179-03-11	1179-03-11	Alexander III.	Alexander III.	Abt Rainaldo des Klosters St. Maria in Canneto etc.		–	
2406	It.Pont. 9	420	17	*	*695	–	07 April 1179	1179-04-07	1179-04-07	Alexander III.	Alexander III.	kein direkter Empfänger	(Privilegsvergabe)	–	
2407	It.Pont. 9	382	1		696	Laterano	19 April 1179	1179-04-19	1179-04-19	Alexander III.	Alexander III.	Abt Goffridus und die Brüder des Kloster St. Johannes von Fasano		–	
2408	It.Pont. 9	70	71		697	Segni	27 Juli 1179	1179-07-27	1179-07-27	Alexander III.	Alexander III.	Erzbischof (Lombardus) (von Benevento)		13457	
2409	It.Pont. 9	72	2		697	Segni	27 Juli 1179	1179-07-27	1179-07-27	Alexander III.	Alexander III.	(Lombardus) einst Erzbischof von Benevento		13457	
2410	It.Pont. 9	458	12		698	Segni	07 September 1179	1179-09-07	1179-09-07	Alexander III.	Alexander III.	Erzbischof Riccardo (von Acerenza) etc.		13465	
2411	It.Pont. 9	322	17	*	*699	–	[cr. 1179]	1179-01-01	1179-12-31	Alexander III.	Alexander III.	Erzbischof Rainaldus von Bari		–	
2412	It.Pont. 9	360	4	*	*699	–	[cr. 1179]	1179-01-01	1179-12-31	Alexander III.	Alexander III.	Erzbischof Rainaldus von Bari		–	
2413	It.Pont. 9	103	2		700	Laterano	23 März [1178-1179]	1178-03-23	1179-03-23	Alexander III.	Alexander III.	Äbtissin und Schwestern des Klosters St. Victorini in Benevento		13255	
2414	It.Pont. 9	261	6	*	*701	(Laterano)	[10 Juni [1178-1179]]	1178-06-10	1179-06-10	Alexander III.	Alexander III.	Erzbischof von Pisa (Ubaldo Lanfranchi)		–	
2415	It.Pont. 9	261	7		702	Laterano	10 Juni [1178-1179]	1178-06-10	1179-06-10	Alexander III.	Alexander III.	Erzpriester (Villanus) und die Kanoniker von Pisa		13236	
2416	It.Pont. 9	295	22	*	*703	(Laterano)	[12 Juni [1178-1179]]	1178-06-12	1179-06-12	Alexander III.	Alexander III.	Erzbischof (Bertrando) von Trani und Abt (Palmerius) des Klosters St. Stephan von Monopoli		–	
2417	It.Pont. 9	381	13	*	*703	(Laterano)	[12 Juni [1178-1179]]	1178-06-12	1179-06-12	Alexander III.	Alexander III.	Erzbischof (Bertrando) von Trani und Abt (Palmerius) des Klosters St. Stephan von Monopoli		–	
2418	It.Pont. 9	419	16		704	Laterano	12 Juni [1178-1179]	1178-06-12	1179-06-12	Alexander III.	Alexander III.	Klerus, Barone und das gesamte Volk von Nerito		–	
2419	It.Pont. 9	431	11		704	Laterano	12 Juni [1178-1179]	1178-06-12	1179-06-12	Alexander III.	Alexander III.	Klerus, Barone und das gesamte Volk von Nerito		–	
2420	It.Pont. 9	403	6		705	Laterano	26 Juni [1178-1179]	1178-06-26	1179-06-26	Alexander III.	Alexander III.	Klerus und Volk von Oria		–	
2421	It.Pont. 9	395	39		705	Laterano	26 Juni [1178-1179]	1178-06-26	1179-06-26	Alexander III.	Alexander III.	Klerus und Volk von Oria		–	
2422	It.Pont. 9	144	2		706	Laterano	04 Juli [1178-1179]	1178-07-04	1179-07-04	Alexander III.	Alexander III.	Erzbischöfe, Bischöfe und Prälaten, die durch das Principatum, in der Capitanata, in Apulien und in Calabrien festgesetzt wurden		–	
2423	It.Pont. 9	144	1		706	Laterano	04 Juli [1178-1179]	1178-07-04	1179-07-04	Alexander III.	Alexander III.	Erzbischöfe, Bischöfe und Prälaten, die durch das Principatum, in der Capitanata, in Apulien und in Calabrien festgesetzt wurden		–	
2424	It.Pont. 9	275	15		706	Laterano	04 Juli [1178-1179]	1178-07-04	1179-07-04	Alexander III.	Alexander III.	Erzbischöfe, Bischöfe und Prälaten, die durch das Principatum, in der Capitanata, in Apulien und in Calabrien festgesetzt wurden		–	
